dia,mes,ano,hora,temp,hum,data
4.0,10.0,2021.0,3.0,18.9,85.0,4-10-2021 3
4.0,10.0,2021.0,4.0,18.916666666666668,85.48333333333333,4-10-2021 4
4.0,10.0,2021.0,5.0,18.933333333333334,85.1,4-10-2021 5
4.0,10.0,2021.0,6.0,19.0,84.28333333333333,4-10-2021 6
4.0,10.0,2021.0,7.0,19.05,82.28333333333333,4-10-2021 7
4.0,10.0,2021.0,8.0,19.844827586206897,77.75862068965517,4-10-2021 8
4.0,10.0,2021.0,9.0,21.716666666666665,66.2,4-10-2021 9
4.0,10.0,2021.0,10.0,24.016666666666666,54.96666666666667,4-10-2021 10
4.0,10.0,2021.0,11.0,25.766666666666666,47.5,4-10-2021 11
4.0,10.0,2021.0,12.0,25.683333333333334,49.45,4-10-2021 12
4.0,10.0,2021.0,13.0,25.066666666666666,53.8,4-10-2021 13
4.0,10.0,2021.0,14.0,24.466666666666665,54.233333333333334,4-10-2021 14
4.0,10.0,2021.0,15.0,23.1,59.05,4-10-2021 15
4.0,10.0,2021.0,16.0,22.766666666666666,61.75,4-10-2021 16
4.0,10.0,2021.0,17.0,22.0,63.71666666666667,4-10-2021 17
4.0,10.0,2021.0,18.0,22.0,66.98333333333333,4-10-2021 18
4.0,10.0,2021.0,19.0,21.033333333333335,68.13333333333334,4-10-2021 19
4.0,10.0,2021.0,20.0,20.566666666666666,63.083333333333336,4-10-2021 20
4.0,10.0,2021.0,21.0,20.0,64.78333333333333,4-10-2021 21
4.0,10.0,2021.0,22.0,19.85,67.68333333333334,4-10-2021 22
4.0,10.0,2021.0,23.0,19.0,76.06666666666666,4-10-2021 23
5.0,10.0,2021.0,0.0,19.0,78.51666666666667,5-10-2021 0
5.0,10.0,2021.0,1.0,19.0,78.73333333333333,5-10-2021 1
5.0,10.0,2021.0,2.0,18.383333333333333,76.43333333333334,5-10-2021 2
5.0,10.0,2021.0,3.0,18.0,73.96666666666667,5-10-2021 3
5.0,10.0,2021.0,4.0,18.0,71.81666666666666,5-10-2021 4
5.0,10.0,2021.0,5.0,18.0,71.15,5-10-2021 5
5.0,10.0,2021.0,6.0,18.0,70.66666666666667,5-10-2021 6
5.0,10.0,2021.0,7.0,18.0,69.73333333333333,5-10-2021 7
5.0,10.0,2021.0,8.0,18.0,64.01666666666667,5-10-2021 8
5.0,10.0,2021.0,9.0,18.016666666666666,65.13333333333334,5-10-2021 9
5.0,10.0,2021.0,10.0,18.966666666666665,61.35,5-10-2021 10
5.0,10.0,2021.0,11.0,19.0,59.87931034482759,5-10-2021 11
5.0,10.0,2021.0,12.0,19.366666666666667,58.916666666666664,5-10-2021 12
5.0,10.0,2021.0,13.0,19.016666666666666,59.18333333333333,5-10-2021 13
5.0,10.0,2021.0,14.0,19.216666666666665,58.93333333333333,5-10-2021 14
5.0,10.0,2021.0,15.0,19.0,60.53333333333333,5-10-2021 15
5.0,10.0,2021.0,16.0,19.0,62.583333333333336,5-10-2021 16
5.0,10.0,2021.0,17.0,18.322033898305083,64.38983050847457,5-10-2021 17
5.0,10.0,2021.0,18.0,18.0,65.43333333333334,5-10-2021 18
5.0,10.0,2021.0,19.0,18.0,65.86666666666666,5-10-2021 19
5.0,10.0,2021.0,20.0,18.0,65.61666666666666,5-10-2021 20
5.0,10.0,2021.0,21.0,18.0,67.51666666666667,5-10-2021 21
5.0,10.0,2021.0,22.0,18.0,69.48333333333333,5-10-2021 22
5.0,10.0,2021.0,23.0,17.716666666666665,71.46666666666667,5-10-2021 23
6.0,10.0,2021.0,0.0,17.0,73.2,6-10-2021 0
6.0,10.0,2021.0,1.0,17.0,73.05,6-10-2021 1
6.0,10.0,2021.0,2.0,17.0,72.3,6-10-2021 2
6.0,10.0,2021.0,3.0,17.0,72.55,6-10-2021 3
6.0,10.0,2021.0,4.0,17.0,72.15,6-10-2021 4
6.0,10.0,2021.0,5.0,17.0,73.56666666666666,6-10-2021 5
6.0,10.0,2021.0,6.0,17.466666666666665,74.51666666666667,6-10-2021 6
6.0,10.0,2021.0,7.0,18.333333333333332,71.7,6-10-2021 7
6.0,10.0,2021.0,8.0,20.083333333333332,60.583333333333336,6-10-2021 8
6.0,10.0,2021.0,9.0,22.583333333333332,50.766666666666666,6-10-2021 9
6.0,10.0,2021.0,10.0,24.666666666666668,44.833333333333336,6-10-2021 10
6.0,10.0,2021.0,11.0,27.593220338983052,39.728813559322035,6-10-2021 11
6.0,10.0,2021.0,12.0,29.483333333333334,35.93333333333333,6-10-2021 12
6.0,10.0,2021.0,13.0,31.333333333333332,31.733333333333334,6-10-2021 13
6.0,10.0,2021.0,14.0,32.3,29.4,6-10-2021 14
6.0,10.0,2021.0,15.0,30.516666666666666,34.2,6-10-2021 15
6.0,10.0,2021.0,16.0,26.533333333333335,45.86666666666667,6-10-2021 16
6.0,10.0,2021.0,17.0,24.25,52.15,6-10-2021 17
6.0,10.0,2021.0,18.0,22.8,55.46666666666667,6-10-2021 18
6.0,10.0,2021.0,19.0,22.0,56.516666666666666,6-10-2021 19
6.0,10.0,2021.0,20.0,21.833333333333332,56.71666666666667,6-10-2021 20
6.0,10.0,2021.0,21.0,21.133333333333333,57.68333333333333,6-10-2021 21
6.0,10.0,2021.0,22.0,20.966666666666665,59.55,6-10-2021 22
6.0,10.0,2021.0,23.0,20.016666666666666,64.7,6-10-2021 23
7.0,10.0,2021.0,0.0,20.0,65.21666666666667,7-10-2021 0
7.0,10.0,2021.0,1.0,19.983333333333334,67.78333333333333,7-10-2021 1
7.0,10.0,2021.0,2.0,20.0,68.78333333333333,7-10-2021 2
7.0,10.0,2021.0,3.0,19.883333333333333,70.38333333333334,7-10-2021 3
7.0,10.0,2021.0,4.0,19.233333333333334,73.0,7-10-2021 4
7.0,10.0,2021.0,5.0,19.0,74.11666666666666,7-10-2021 5
7.0,10.0,2021.0,6.0,19.283333333333335,75.43333333333334,7-10-2021 6
7.0,10.0,2021.0,7.0,20.0,73.78333333333333,7-10-2021 7
7.0,10.0,2021.0,8.0,20.76271186440678,64.23728813559322,7-10-2021 8
7.0,10.0,2021.0,9.0,22.0,54.47457627118644,7-10-2021 9
7.0,10.0,2021.0,10.0,22.3,52.516666666666666,7-10-2021 10
7.0,10.0,2021.0,11.0,22.216666666666665,55.55,7-10-2021 11
7.0,10.0,2021.0,12.0,21.133333333333333,54.416666666666664,7-10-2021 12
7.0,10.0,2021.0,13.0,20.066666666666666,57.516666666666666,7-10-2021 13
7.0,10.0,2021.0,14.0,19.847457627118644,56.96610169491525,7-10-2021 14
7.0,10.0,2021.0,15.0,19.183333333333334,57.1,7-10-2021 15
7.0,10.0,2021.0,16.0,19.0,58.016666666666666,7-10-2021 16
7.0,10.0,2021.0,17.0,19.0,58.68333333333333,7-10-2021 17
7.0,10.0,2021.0,18.0,18.333333333333332,61.9,7-10-2021 18
7.0,10.0,2021.0,19.0,18.0,61.483333333333334,7-10-2021 19
7.0,10.0,2021.0,20.0,18.0,61.766666666666666,7-10-2021 20
7.0,10.0,2021.0,21.0,18.0,62.416666666666664,7-10-2021 21
7.0,10.0,2021.0,22.0,18.0,67.6,7-10-2021 22
7.0,10.0,2021.0,23.0,17.05,65.3,7-10-2021 23
8.0,10.0,2021.0,0.0,17.0,64.5,8-10-2021 0
8.0,10.0,2021.0,1.0,17.0,69.38333333333334,8-10-2021 1
8.0,10.0,2021.0,2.0,16.516666666666666,70.53333333333333,8-10-2021 2
8.0,10.0,2021.0,3.0,16.0,66.46666666666667,8-10-2021 3
8.0,10.0,2021.0,4.0,16.0,64.1,8-10-2021 4
8.0,10.0,2021.0,5.0,16.0,64.33333333333333,8-10-2021 5
8.0,10.0,2021.0,6.0,16.0,61.833333333333336,8-10-2021 6
8.0,10.0,2021.0,7.0,17.3,57.95,8-10-2021 7
8.0,10.0,2021.0,8.0,18.96551724137931,50.44827586206897,8-10-2021 8
8.0,10.0,2021.0,9.0,20.9,43.81666666666667,8-10-2021 9
8.0,10.0,2021.0,10.0,22.85,38.78333333333333,8-10-2021 10
8.0,10.0,2021.0,11.0,23.483333333333334,38.9,8-10-2021 11
8.0,10.0,2021.0,12.0,26.05,34.083333333333336,8-10-2021 12
8.0,10.0,2021.0,13.0,27.2,31.766666666666666,8-10-2021 13
8.0,10.0,2021.0,14.0,27.95,31.283333333333335,8-10-2021 14
8.0,10.0,2021.0,15.0,27.166666666666668,33.63333333333333,8-10-2021 15
8.0,10.0,2021.0,16.0,24.133333333333333,39.7,8-10-2021 16
8.0,10.0,2021.0,17.0,21.5,47.43333333333333,8-10-2021 17
8.0,10.0,2021.0,18.0,20.166666666666668,51.516666666666666,8-10-2021 18
8.0,10.0,2021.0,19.0,19.85,54.766666666666666,8-10-2021 19
8.0,10.0,2021.0,20.0,19.016666666666666,57.583333333333336,8-10-2021 20
8.0,10.0,2021.0,21.0,19.0,57.45,8-10-2021 21
8.0,10.0,2021.0,22.0,19.0,56.416666666666664,8-10-2021 22
8.0,10.0,2021.0,23.0,18.65,57.15,8-10-2021 23
9.0,10.0,2021.0,0.0,18.0,59.516666666666666,9-10-2021 0
9.0,10.0,2021.0,1.0,18.0,68.81666666666666,9-10-2021 1
9.0,10.0,2021.0,2.0,17.333333333333332,74.36666666666666,9-10-2021 2
9.0,10.0,2021.0,3.0,17.0,75.06666666666666,9-10-2021 3
9.0,10.0,2021.0,4.0,17.0,72.65,9-10-2021 4
9.0,10.0,2021.0,5.0,17.0,68.7,9-10-2021 5
9.0,10.0,2021.0,6.0,17.0,66.61666666666666,9-10-2021 6
9.0,10.0,2021.0,7.0,17.0,64.71666666666667,9-10-2021 7
9.0,10.0,2021.0,8.0,17.89830508474576,60.932203389830505,9-10-2021 8
9.0,10.0,2021.0,9.0,18.0,59.75,9-10-2021 9
9.0,10.0,2021.0,10.0,18.0,67.85,9-10-2021 10
9.0,10.0,2021.0,11.0,18.65,69.2,9-10-2021 11
9.0,10.0,2021.0,12.0,19.0,70.66666666666667,9-10-2021 12
9.0,10.0,2021.0,13.0,18.283333333333335,74.76666666666667,9-10-2021 13
9.0,10.0,2021.0,14.0,18.583333333333332,76.55,9-10-2021 14
9.0,10.0,2021.0,15.0,18.593220338983052,77.8135593220339,9-10-2021 15
9.0,10.0,2021.0,16.0,18.6,81.11666666666666,9-10-2021 16
9.0,10.0,2021.0,17.0,17.583333333333332,79.48333333333333,9-10-2021 17
9.0,10.0,2021.0,18.0,17.0,77.23333333333333,9-10-2021 18
9.0,10.0,2021.0,19.0,17.0,78.60655737704919,9-10-2021 19
9.0,10.0,2021.0,20.0,17.0,79.76923076923077,9-10-2021 20
9.0,10.0,2021.0,22.0,17.0,80.87179487179488,9-10-2021 22
9.0,10.0,2021.0,23.0,16.95,81.2,9-10-2021 23
10.0,10.0,2021.0,0.0,16.366666666666667,83.06666666666666,10-10-2021 0
10.0,10.0,2021.0,1.0,16.0,84.81666666666666,10-10-2021 1
10.0,10.0,2021.0,2.0,16.0,83.93333333333334,10-10-2021 2
10.0,10.0,2021.0,3.0,16.0,83.41666666666667,10-10-2021 3
10.0,10.0,2021.0,4.0,16.0,83.18333333333334,10-10-2021 4
10.0,10.0,2021.0,5.0,16.0,83.08333333333333,10-10-2021 5
10.0,10.0,2021.0,6.0,16.0,81.7,10-10-2021 6
10.0,10.0,2021.0,7.0,16.0,81.26666666666667,10-10-2021 7
10.0,10.0,2021.0,8.0,16.966101694915253,79.98305084745763,10-10-2021 8
10.0,10.0,2021.0,9.0,17.35,77.25,10-10-2021 9
10.0,10.0,2021.0,10.0,18.0,77.47457627118644,10-10-2021 10
10.0,10.0,2021.0,11.0,18.5,77.76666666666667,10-10-2021 11
10.0,10.0,2021.0,12.0,18.583333333333332,77.01666666666667,10-10-2021 12
10.0,10.0,2021.0,13.0,18.833333333333332,74.65,10-10-2021 13
10.0,10.0,2021.0,14.0,18.35593220338983,74.13559322033899,10-10-2021 14
10.0,10.0,2021.0,15.0,18.74576271186441,71.05084745762711,10-10-2021 15
10.0,10.0,2021.0,16.0,18.0,73.55,10-10-2021 16
10.0,10.0,2021.0,17.0,17.966101694915253,80.67796610169492,10-10-2021 17
10.0,10.0,2021.0,18.0,17.366666666666667,82.01666666666667,10-10-2021 18
10.0,10.0,2021.0,19.0,17.0,81.56666666666666,10-10-2021 19
10.0,10.0,2021.0,20.0,17.0,83.18333333333334,10-10-2021 20
10.0,10.0,2021.0,21.0,17.0,84.33333333333333,10-10-2021 21
10.0,10.0,2021.0,22.0,17.0,84.36666666666666,10-10-2021 22
10.0,10.0,2021.0,23.0,17.0,84.6,10-10-2021 23
11.0,10.0,2021.0,0.0,17.0,84.0,11-10-2021 0
11.0,10.0,2021.0,1.0,16.433333333333334,84.03333333333333,11-10-2021 1
11.0,10.0,2021.0,2.0,16.0,83.88333333333334,11-10-2021 2
11.0,10.0,2021.0,3.0,16.0,83.56666666666666,11-10-2021 3
11.0,10.0,2021.0,4.0,16.0,83.96666666666667,11-10-2021 4
11.0,10.0,2021.0,5.0,16.0,84.0,11-10-2021 5
11.0,10.0,2021.0,6.0,16.583333333333332,81.91666666666667,11-10-2021 6
11.0,10.0,2021.0,7.0,17.0,76.15,11-10-2021 7
11.0,10.0,2021.0,8.0,17.616666666666667,73.31666666666666,11-10-2021 8
11.0,10.0,2021.0,9.0,18.583333333333332,68.9,11-10-2021 9
11.0,10.0,2021.0,10.0,19.016949152542374,64.66101694915254,11-10-2021 10
11.0,10.0,2021.0,11.0,19.70175438596491,60.719298245614034,11-10-2021 11
11.0,10.0,2021.0,12.0,20.610169491525422,56.16949152542373,11-10-2021 12
11.0,10.0,2021.0,13.0,20.216666666666665,57.483333333333334,11-10-2021 13
11.0,10.0,2021.0,14.0,19.5,62.61666666666667,11-10-2021 14
11.0,10.0,2021.0,15.0,19.0,72.38333333333334,11-10-2021 15
11.0,10.0,2021.0,16.0,19.0,81.40677966101696,11-10-2021 16
11.0,10.0,2021.0,17.0,18.383333333333333,80.31666666666666,11-10-2021 17
11.0,10.0,2021.0,18.0,18.0,79.71666666666667,11-10-2021 18
11.0,10.0,2021.0,19.0,18.0,80.11666666666666,11-10-2021 19
11.0,10.0,2021.0,20.0,18.0,81.25,11-10-2021 20
11.0,10.0,2021.0,21.0,18.0,80.95,11-10-2021 21
11.0,10.0,2021.0,22.0,17.15,78.36666666666666,11-10-2021 22
11.0,10.0,2021.0,23.0,17.0,76.76666666666667,11-10-2021 23
12.0,10.0,2021.0,0.0,17.0,74.68333333333334,12-10-2021 0
12.0,10.0,2021.0,1.0,17.0,75.48333333333333,12-10-2021 1
12.0,10.0,2021.0,2.0,16.9,75.06666666666666,12-10-2021 2
12.0,10.0,2021.0,3.0,16.833333333333332,74.71666666666667,12-10-2021 3
12.0,10.0,2021.0,4.0,16.366666666666667,74.0,12-10-2021 4
12.0,10.0,2021.0,5.0,16.0,74.93333333333334,12-10-2021 5
12.0,10.0,2021.0,6.0,16.166666666666668,74.38333333333334,12-10-2021 6
12.0,10.0,2021.0,7.0,17.366666666666667,69.55,12-10-2021 7
12.0,10.0,2021.0,8.0,19.0,60.21666666666667,12-10-2021 8
12.0,10.0,2021.0,9.0,20.433333333333334,54.233333333333334,12-10-2021 9
12.0,10.0,2021.0,10.0,22.233333333333334,48.21666666666667,12-10-2021 10
12.0,10.0,2021.0,11.0,25.3,40.11666666666667,12-10-2021 11
12.0,10.0,2021.0,12.0,27.25,35.88333333333333,12-10-2021 12
12.0,10.0,2021.0,13.0,28.29824561403509,32.73684210526316,12-10-2021 13
12.0,10.0,2021.0,14.0,25.103448275862068,39.206896551724135,12-10-2021 14
12.0,10.0,2021.0,15.0,22.85,56.833333333333336,12-10-2021 15
12.0,10.0,2021.0,16.0,23.216666666666665,63.733333333333334,12-10-2021 16
12.0,10.0,2021.0,17.0,21.5,64.43333333333334,12-10-2021 17
12.0,10.0,2021.0,18.0,20.966666666666665,65.91666666666667,12-10-2021 18
12.0,10.0,2021.0,19.0,20.033333333333335,66.01666666666667,12-10-2021 19
12.0,10.0,2021.0,20.0,20.0,64.28333333333333,12-10-2021 20
12.0,10.0,2021.0,21.0,19.566666666666666,64.43333333333334,12-10-2021 21
12.0,10.0,2021.0,22.0,19.0,65.4,12-10-2021 22
12.0,10.0,2021.0,23.0,19.0,67.2,12-10-2021 23
13.0,10.0,2021.0,0.0,19.0,68.66666666666667,13-10-2021 0
13.0,10.0,2021.0,1.0,19.0,70.46666666666667,13-10-2021 1
13.0,10.0,2021.0,2.0,18.083333333333332,70.95,13-10-2021 2
13.0,10.0,2021.0,3.0,18.0,70.83333333333333,13-10-2021 3
13.0,10.0,2021.0,4.0,18.0,70.91666666666667,13-10-2021 4
13.0,10.0,2021.0,5.0,18.0,72.61666666666666,13-10-2021 5
13.0,10.0,2021.0,6.0,18.0,73.25,13-10-2021 6
13.0,10.0,2021.0,7.0,18.133333333333333,71.86666666666666,13-10-2021 7
13.0,10.0,2021.0,8.0,19.716666666666665,62.9,13-10-2021 8
13.0,10.0,2021.0,9.0,22.416666666666668,50.733333333333334,13-10-2021 9
13.0,10.0,2021.0,10.0,24.610169491525422,43.983050847457626,13-10-2021 10
13.0,10.0,2021.0,11.0,27.508474576271187,36.779661016949156,13-10-2021 11
13.0,10.0,2021.0,12.0,28.586206896551722,30.74137931034483,13-10-2021 12
13.0,10.0,2021.0,13.0,28.152542372881356,31.135593220338983,13-10-2021 13
13.0,10.0,2021.0,14.0,28.75862068965517,29.93103448275862,13-10-2021 14
13.0,10.0,2021.0,15.0,26.551724137931036,43.13793103448276,13-10-2021 15
13.0,10.0,2021.0,16.0,24.966666666666665,47.63333333333333,13-10-2021 16
13.0,10.0,2021.0,17.0,23.203389830508474,52.67796610169491,13-10-2021 17
13.0,10.0,2021.0,18.0,22.29310344827586,54.10344827586207,13-10-2021 18
13.0,10.0,2021.0,19.0,21.783333333333335,57.28333333333333,13-10-2021 19
13.0,10.0,2021.0,20.0,21.0,57.65,13-10-2021 20
13.0,10.0,2021.0,21.0,21.0,59.03333333333333,13-10-2021 21
13.0,10.0,2021.0,22.0,20.566666666666666,62.5,13-10-2021 22
13.0,10.0,2021.0,23.0,19.85,67.16666666666667,13-10-2021 23
14.0,10.0,2021.0,0.0,19.0,70.6,14-10-2021 0
14.0,10.0,2021.0,1.0,19.0,72.26666666666667,14-10-2021 1
14.0,10.0,2021.0,2.0,18.533333333333335,74.26666666666667,14-10-2021 2
14.0,10.0,2021.0,3.0,18.0,76.68333333333334,14-10-2021 3
14.0,10.0,2021.0,4.0,18.0,78.76666666666667,14-10-2021 4
14.0,10.0,2021.0,5.0,18.0,79.0,14-10-2021 5
14.0,10.0,2021.0,6.0,18.25,76.51666666666667,14-10-2021 6
14.0,10.0,2021.0,7.0,19.516666666666666,68.78333333333333,14-10-2021 7
14.0,10.0,2021.0,8.0,21.155172413793103,59.36206896551724,14-10-2021 8
14.0,10.0,2021.0,9.0,23.45762711864407,49.42372881355932,14-10-2021 9
14.0,10.0,2021.0,10.0,24.46511627906977,46.093023255813954,14-10-2021 10
14.0,10.0,2021.0,11.0,25.135593220338983,44.71186440677966,14-10-2021 11
14.0,10.0,2021.0,12.0,27.833333333333332,35.03333333333333,14-10-2021 12
14.0,10.0,2021.0,13.0,28.633333333333333,30.883333333333333,14-10-2021 13
14.0,10.0,2021.0,14.0,27.338983050847457,35.16949152542373,14-10-2021 14
14.0,10.0,2021.0,15.0,26.8,37.9,14-10-2021 15
14.0,10.0,2021.0,16.0,26.0,40.440677966101696,14-10-2021 16
14.0,10.0,2021.0,17.0,25.766666666666666,46.05,14-10-2021 17
14.0,10.0,2021.0,18.0,21.620689655172413,75.27586206896552,14-10-2021 18
14.0,10.0,2021.0,19.0,20.766666666666666,67.8,14-10-2021 19
14.0,10.0,2021.0,20.0,20.85,66.81666666666666,14-10-2021 20
14.0,10.0,2021.0,21.0,20.75,67.83333333333333,14-10-2021 21
14.0,10.0,2021.0,22.0,20.366666666666667,67.43333333333334,14-10-2021 22
14.0,10.0,2021.0,23.0,20.0,71.05,14-10-2021 23
15.0,10.0,2021.0,0.0,20.0,71.55,15-10-2021 0
15.0,10.0,2021.0,1.0,19.766666666666666,70.75,15-10-2021 1
15.0,10.0,2021.0,2.0,19.0,66.2,15-10-2021 2
15.0,10.0,2021.0,3.0,19.0,64.38333333333334,15-10-2021 3
15.0,10.0,2021.0,4.0,19.0,64.91666666666667,15-10-2021 4
15.0,10.0,2021.0,5.0,19.0,65.83333333333333,15-10-2021 5
15.0,10.0,2021.0,6.0,19.283333333333335,64.2,15-10-2021 6
15.0,10.0,2021.0,7.0,20.866666666666667,57.1,15-10-2021 7
15.0,10.0,2021.0,8.0,22.847457627118644,49.644067796610166,15-10-2021 8
15.0,10.0,2021.0,9.0,24.066666666666666,47.516666666666666,15-10-2021 9
15.0,10.0,2021.0,10.0,25.95,43.53333333333333,15-10-2021 10
15.0,10.0,2021.0,11.0,28.224137931034484,36.98275862068966,15-10-2021 11
15.0,10.0,2021.0,12.0,28.916666666666668,34.483333333333334,15-10-2021 12
15.0,10.0,2021.0,13.0,29.433333333333334,34.016666666666666,15-10-2021 13
15.0,10.0,2021.0,14.0,29.516666666666666,34.06666666666667,15-10-2021 14
15.0,10.0,2021.0,15.0,28.516666666666666,36.85,15-10-2021 15
15.0,10.0,2021.0,16.0,27.29310344827586,42.93103448275862,15-10-2021 16
15.0,10.0,2021.0,17.0,26.083333333333332,50.6,15-10-2021 17
15.0,10.0,2021.0,18.0,23.95,58.166666666666664,15-10-2021 18
15.0,10.0,2021.0,19.0,23.266666666666666,62.86666666666667,15-10-2021 19
15.0,10.0,2021.0,20.0,22.7,65.48333333333333,15-10-2021 20
15.0,10.0,2021.0,21.0,22.0,68.26666666666667,15-10-2021 21
15.0,10.0,2021.0,22.0,21.966666666666665,71.0,15-10-2021 22
15.0,10.0,2021.0,23.0,20.083333333333332,80.41666666666667,15-10-2021 23
16.0,10.0,2021.0,0.0,19.766666666666666,79.55,16-10-2021 0
16.0,10.0,2021.0,1.0,19.783333333333335,80.48333333333333,16-10-2021 1
16.0,10.0,2021.0,2.0,19.933333333333334,76.53333333333333,16-10-2021 2
16.0,10.0,2021.0,3.0,19.933333333333334,72.41666666666667,16-10-2021 3
16.0,10.0,2021.0,4.0,19.666666666666668,73.91666666666667,16-10-2021 4
16.0,10.0,2021.0,5.0,19.116666666666667,77.75,16-10-2021 5
16.0,10.0,2021.0,6.0,19.683333333333334,76.5,16-10-2021 6
